"periode_data","tahun","periode","waktu_sampling","nama_lokasi","kecamatan","lintang_selatan","bujur_timur","parameter","satuan","baku_mutu","nilai"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Nitrit NO2-N","mg L","1","0,16"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,04"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Seng Zn","mg L","15","0,006"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Sulfat SO42-","mg L","400","14,57"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Organik KMNO4","mg L","10","4,41"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Total Coliform","CFU 100 ml","50","300"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","E. Coli","CFU 100 ml","50","300"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","pH","-","6,5-8,5","7,13"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","TDS ppm","mg L","1000","442"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Turbidity NTU","NTU","25","0"
"2022","2022","1","Maret - April 2022","Cakung Barat","Cakung","-6,173333333","106,9325","TDS ppm","mg L","1000","5960"
"2022","2022","1","Maret - April 2022","Cakung Barat","Cakung","-6,173333333","106,9325","Turbidity NTU","NTU","25","2,89"
"2022","2022","1","Maret - April 2022","Cakung Barat","Cakung","-6,173333333","106,9325","Nilai IP","-","-","3,47968693"
"2022","2022","1","Maret - April 2022","Cakung Barat","Cakung","-6,173333333","106,9325","Kategori","-","-","cemar ringan"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Warna","TCU","50","28"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Besi Fe","mg L","1","0,29"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Fluorida F-","mg L","1,5","0,39"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Kesadahan CaCO3","mg L","500","167,03"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Mangan Mn","mg L","0,5","0,54"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Nitrat sebagai N","mg L","10","0,38"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,1"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Seng Zn","mg L","15","0,006"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Sulfat SO42-","mg L","400","65,83"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Organik KMNO4","mg L","10","5,21"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Total Coliform","CFU 100 ml","50","1800"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","E. Coli","CFU 100 ml","50","1800"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","pH","-","6,5-8,5","7,21"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","TDS ppm","mg L","1000","511"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Turbidity NTU","NTU","25","8,06"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Nilai IP","-","-","6,276348274"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,186408333","106,9577778","Kategori","-","-","cemar sedang"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Warna","TCU","50","101"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Besi Fe","mg L","1","1,46"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Fluorida F-","mg L","1,5","0,69"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Kesadahan CaCO3","mg L","500","228,21"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Mangan Mn","mg L","0,5","0,07"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Nitrat sebagai N","mg L","10","0,27"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Seng Zn","mg L","15","0,006"
"2022","2022","2","Agustus-September 2022","Duri Pulo","Gambir","-6,164503","106,808715","Organik KMNO4","mg L","10","7,16"
"2022","2022","2","Agustus-September 2022","Duri Pulo","Gambir","-6,164503","106,808715","Total Coliform","CFU 100 ml","50","0"
"2022","2022","2","Agustus-September 2022","Duri Pulo","Gambir","-6,164503","106,808715","E. Coli","CFU 100 ml","50","0"
"2022","2022","2","Agustus-September 2022","Duri Pulo","Gambir","-6,164503","106,808715","Nilai IP","-","-","1,94"
"2022","2022","2","Agustus-September 2022","Duri Pulo","Gambir","-6,164503","106,808715","Kategori","-","-","cemar ringan"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","pH","-","6,5-8,5","7,505"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","TDS ppm","mg L","1000","450"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Turbidity NTU","NTU","25","50,8"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Warna","TCU","50","106"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Besi Fe","mg L","1","0,03"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Fluorida F-","mg L","1,5","0,19"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Kesadahan CaCO3","mg L","500","128,06"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Mangan Mn","mg L","0,5","0,59"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Nitrat sebagai N","mg L","10","0,04"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Nitrit NO2-N","mg L","1","0,02"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Surfaktan anionik Senyawa Aktif Biru metilen","mg L","0,05","0,03"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Seng Zn","mg L","15","0,006"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Sulfat SO42-","mg L","400","28,46"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Timbal Pb","mg L","0,05","0,03"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Organik KMNO4","mg L","10","6,89"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Total Coliform","CFU 100 ml","50","700"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","E. Coli","CFU 100 ml","50","700"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Nilai IP","-","-","4,84"
"2022","2022","2","Agustus-September 2022","Gambir","Gambir","-6,179384","106,820507","Kategori","-","-","cemar ringan"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","pH","-","6,5-8,5","7,32"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","TDS ppm","mg L","1000","415"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Turbidity NTU","NTU","25","0,4"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Warna","TCU","50","308"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Besi Fe","mg L","1","0,49"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Fluorida F-","mg L","1,5","0,13"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Kesadahan CaCO3","mg L","500","86,02"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Mangan Mn","mg L","0,5","0,3"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Nitrat sebagai N","mg L","10","0,04"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Surfaktan anionik Senyawa Aktif Biru metilen","mg L","0,05","0,19"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Susukan","Ciracas","-6,312777778","106,8747222","TDS ppm","mg L","1000","231"
"2022","2022","1","Maret - April 2022","Susukan","Ciracas","-6,312777778","106,8747222","Turbidity NTU","NTU","25","0,47"
"2022","2022","1","Maret - April 2022","Susukan","Ciracas","-6,312777778","106,8747222","Nilai IP","-","-","17,8534294"
"2022","2022","1","Maret - April 2022","Susukan","Ciracas","-6,312777778","106,8747222","Kategori","-","-","cemar berat"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Warna","TCU","50","11"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Besi Fe","mg L","1","0,06"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Fluorida F-","mg L","1,5","0,26"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Kesadahan CaCO3","mg L","500","170,84"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Mangan Mn","mg L","0,5","0,03"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Nitrat sebagai N","mg L","10","0,74"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Seng Zn","mg L","15","0,006"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Sulfat SO42-","mg L","400","13,33"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Organik KMNO4","mg L","10","2,03"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Total Coliform","CFU 100 ml","50","800"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","E. Coli","CFU 100 ml","50","800"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","pH","-","6,5-8,5","6,99"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","TDS ppm","mg L","1000","130,2"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Turbidity NTU","NTU","25","0,1"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Nilai IP","-","-","5,003916292"
"2022","2022","1","Maret - April 2022","Bambu Apus","Cipayung","-6,305833333","106,9069444","Kategori","-","-","cemar sedang"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Warna","TCU","50","7"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Besi Fe","mg L","1","0,03"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Fluorida F-","mg L","1,5","0,41"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Kesadahan CaCO3","mg L","500","75,78"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Mangan Mn","mg L","0,5","0,06"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Nitrat sebagai N","mg L","10","2,72"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Ceger","Cipayung","-6,314444444","106,8891667","Seng Zn","mg L","15","0,03"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Nilai IP","-","-","3,500117983"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,18339","106,9062111","Kategori","-","-","cemar ringan"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Warna","TCU","50","24"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Besi Fe","mg L","1","0,34"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Fluorida F-","mg L","1,5","0,2"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Kesadahan CaCO3","mg L","500","71,75"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Mangan Mn","mg L","0,5","0,12"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Nitrat sebagai N","mg L","10","0,6"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,04"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Seng Zn","mg L","15","0,006"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Sulfat SO42-","mg L","400","41,79"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Organik KMNO4","mg L","10","4,06"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Total Coliform","CFU 100 ml","50","2800"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","E. Coli","CFU 100 ml","50","2800"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","pH","-","6,5-8,5","6,93"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","TDS ppm","mg L","1000","397"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Turbidity NTU","NTU","25","4,9"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Nilai IP","-","-","6,942901277"
"2022","2022","1","Maret - April 2022","Pulogadung","Pulogadung","-6,185911111","106,8936917","Kategori","-","-","cemar sedang"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Warna","TCU","50","6"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Besi Fe","mg L","1","0,03"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Fluorida F-","mg L","1,5","0,2"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Kesadahan CaCO3","mg L","500","228,21"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Mangan Mn","mg L","0,5","0,03"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Nitrat sebagai N","mg L","10","1,74"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Seng Zn","mg L","15","0,006"
"2022","2022","1","Maret - April 2022","Rawamangun","Pulogadung","-6,198866667","106,8806583","Sulfat SO42-","mg L","400","16,14"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Sulfat SO42-","mg L","400","145,22"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Organik KMNO4","mg L","10","11,46"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Total Coliform","CFU 100 ml","50","0"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","E. Coli","CFU 100 ml","50","0"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","pH","-","6,5-8,5","7,61"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","TDS ppm","mg L","1000","4030"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Turbidity NTU","NTU","25","20,04"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Nilai IP","-","-","2,889582373"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,167425","106,9511556","Kategori","-","-","cemar ringan"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Warna","TCU","50","60"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Besi Fe","mg L","1","1,16"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Fluorida F-","mg L","1,5","0,73"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Kesadahan CaCO3","mg L","500","234,47"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Mangan Mn","mg L","0,5","0,14"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Nitrat sebagai N","mg L","10","0,08"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Nitrit NO2-N","mg L","1","0,09"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,05"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Raksa Hg","mg L","0,001","0,0001"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Seng Zn","mg L","15","0,006"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Sulfat SO42-","mg L","400","104,13"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Organik KMNO4","mg L","10","18,4"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Total Coliform","CFU 100 ml","50","0"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","E. Coli","CFU 100 ml","50","0"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","pH","-","6,5-8,5","7,68"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","TDS ppm","mg L","1000","2730"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Turbidity NTU","NTU","25","0,22"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Nilai IP","-","-","2,291274968"
"2022","2022","1","Maret - April 2022","Cakung Timur","Cakung","-6,17525","106,9511111","Kategori","-","-","cemar ringan"
"2022","2022","1","Maret - April 2022","Jatinegara","Cakung","-6,197705556","106,9053417","Warna","TCU","50","5"
"2022","2022","1","Maret - April 2022","Jatinegara","Cakung","-6,197705556","106,9053417","Besi Fe","mg L","1","0,03"
"2022","2022","1","Maret - April 2022","Jatinegara","Cakung","-6,197705556","106,9053417","Fluorida F-","mg L","1,5","0,43"
"2022","2022","1","Maret - April 2022","Jatinegara","Cakung","-6,197705556","106,9053417","Kesadahan CaCO3","mg L","500","237,2"
"2022","2022","1","Maret - April 2022","Jatinegara","Cakung","-6,197705556","106,9053417","Mangan Mn","mg L","0,5","0,06"
"2022","2022","1","Maret - April 2022","Jatinegara","Cakung","-6,197705556","106,9053417","Nitrat sebagai N","mg L","10","1,65"
"2022","2022","1","Maret - April 2022","Jatinegara","Cakung","-6,197705556","106,9053417","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Seng Zn","mg L","15","0,022"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Sulfat SO42-","mg L","400","22,95"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Timbal Pb","mg L","0,05","0,03"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Organik KMNO4","mg L","10","14,02"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Total Coliform","CFU 100 ml","50","0"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","E. Coli","CFU 100 ml","50","0"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Nilai IP","-","-","3,54"
"2022","2022","2","Agustus-September 2022","Kebon Kelapa","Gambir","-6,164583333","106,82525","Kategori","-","-","cemar ringan"
